Code INSEE,Code Postal,Commune,Superficie,Code Département,Code Région
40020,40500,AURICE,1761.0,40,72
63448,63580,VERNET-LA-VARENNE,3496.0,63,83
54040,54540,BADONVILLER,2226.0,54,41
10398,10240,VAUCOGNE,1642.0,10,21
76079,76790,BENOUVILLE,297.0,76,23
19243,19230,SAINT-SORNIN-LAVOLPS,1530.0,19,74
57480,57950,MONTIGNY-LES-METZ,670.0,57,41
38071,38560,CHAMP-SUR-DRAC,885.0,38,82
79281,79410,SAINT-MAXIRE,1423.0,79,54
17231,17130,MESSAC,725.0,17,54
21239,21170,ECHENON,1071.0,21,26
31059,31260,BELBEZE-EN-COMMINGES,966.0,31,73
57124,57570,CATTENOM,2571.0,57,41
91666,91140,VILLEJUST,536.0,91,11
25181,25680,CUBRIAL,580.0,25,43
51095,51300,LE BUISSON,682.0,51,21
33254,33190,LOUPIAC-DE-LA-REOLE,536.0,33,72
33516,33790,SOUSSAC,662.0,33,72
59166,59990,CURGIES,607.0,59,31
51591,51140,VANDEUIL,541.0,51,21
57051,57340,BARONVILLE,617.0,57,41
36126,36140,MONTCHEVRIER,3504.0,36,24
95331,95270,LASSY,197.0,95,11
54521,54880,THIL,330.0,54,41
30114,30250,FONTANES,1453.0,30,91
61498,61130,VAUNOISE,768.0,61,25
62551,62990,MARENLA,1002.0,62,31
60449,60190,NEUFVY-SUR-ARONDE,761.0,60,22
24340,24130,PRIGONRIEUX,2615.0,24,72
60477,60650,ONS-EN-BRAY,1393.0,60,22
55515,55160,TRESAUVAUX,394.0,55,41
59093,59440,BOULOGNE-SUR-HELPE,868.0,59,31
57004,57340,ACHAIN,478.0,57,41
69194,69370,SAINT-DIDIER-AU-MONT-D'OR,831.0,69,82
21445,21210,LA MOTTE-TERNANT,2163.0,21,26
45333,45760,VENNECY,1075.0,45,24
51566,51510,THIBIE,1055.0,51,21
27195,27160,DAME-MARIE,1144.0,27,23
19275,19200,USSEL,5102.0,19,74
38127,38710,CORNILLON-EN-TRIEVES,1389.0,38,82
72076,72610,CHENAY,220.0,72,52
49186,49320,LUIGNE,958.0,49,52
67394,67250,RETSCHWILLER,323.0,67,42
62357,62770,FRESNOY,249.0,62,31
87143,87510,SAINT-GENCE,2164.0,87,74
76104,76460,BLOSSEVILLE,707.0,76,23
51125,51290,CHAPELAINE,919.0,51,21
11390,11200,THEZAN-DES-CORBIERES,2651.0,11,91
60469,60730,NOVILLERS,486.0,60,22
55068,55120,BRABANT-EN-ARGONNE,793.0,55,41
01318,01390,RANCE,964.0,01,82
44016,44430,LA BOISSIERE-DU-DORE,947.0,44,52
38489,38350,SIEVOZ,739.0,38,82
44158,44360,SAINT-ETIENNE-DE-MONTLUC,5738.0,44,52
22099,22800,LANFAINS,2243.0,22,53
59571,59730,SOLESMES,2330.0,59,31
40247,40800,SAINT-AGNET,789.0,40,72
78466,78630,ORGEVAL,1547.0,78,11
71412,71210,SAINT-EUSEBE,2132.0,71,26
62617,62290,NOEUX-LES-MINES,894.0,62,31
57136,57320,CHEMERY-LES-DEUX,1000.0,57,41
87051,87130,LA CROISILLE-SUR-BRIANCE,4411.0,87,74
35193,35520,MONTREUIL-LE-GAST,917.0,35,53
14652,14450,SAINT-PIERRE-DU-MONT,518.0,14,25
52331,52220,MONTIER-EN-DER,2800.0,52,21
66054,66500,CONAT,1923.0,66,91
28229,28300,MAINVILLIERS,1202.0,28,24
02736,02290,TARTIERS,882.0,02,22
31377,31290,MONTGAILLARD-LAURAGAIS,1116.0,31,73
65045,65400,AUCUN,1307.0,65,73
62447,62140,HESDIN,94.0,62,31
09047,09300,BELESTA,2689.0,09,73
16025,16360,BAIGNES-SAINTE-RADEGONDE,3126.0,16,54
31143,31510,CIER-DE-RIVIERE,941.0,31,73
42175,42110,POUILLY-LES-FEURS,1310.0,42,82
83090,83190,OLLIOULES,2030.0,83,93
25388,25200,MONTBELIARD,1492.0,25,43
97207,97224,DUCOS,3128.0,97,02
08220,08310,HAUVINE,1458.0,08,21
08028,08320,AUBRIVES,1066.0,08,21
47240,47210,SAINT-ETIENNE-DE-VILLEREAL,1456.0,47,72
54496,54170,SAULXURES-LES-VANNES,1830.0,54,41
64416,64190,NAVARRENX,652.0,64,72
07202,07260,SABLIERES,3838.0,07,82
68022,68390,BATTENHEIM,1693.0,68,42
49011,49260,ARTANNES-SUR-THOUET,670.0,49,52
32032,32320,BASSOUES,3270.0,32,73
50582,50150,SOURDEVAL,3694.0,50,25
80442,80400,HOMBLEUX,1339.0,80,22
39097,39300,CHAMPAGNOLE,2011.0,39,43
57041,57710,AUMETZ,1043.0,57,41
19194,19700,SAINT-CLEMENT,2679.0,19,74
25546,25110,SILLEY-BLEFOND,431.0,25,43
86021,86470,BENASSAY,4263.0,86,54
49269,49280,SAINT-CHRISTOPHE-DU-BOIS,2180.0,49,52
60694,60390,VILLOTRAN,535.0,60,22
82121,82000,MONTAUBAN,13591.0,82,73
23074,23480,LE DONZEIL,1353.0,23,74
85115,85110,LA JAUDONNIERE,827.0,85,52
54363,54560,MERCY-LE-HAUT,1340.0,54,41
37028,37290,BOSSAY-SUR-CLAISE,6552.0,37,24
76511,76660,PREUSEVILLE,916.0,76,23
07113,07150,LABASTIDE-DE-VIRAC,2311.0,07,82
55577,55250,WALY,618.0,55,41
50040,50150,BEAUFICEL,912.0,50,25
74306,74350,VILLY-LE-BOUVERET,346.0,74,82
28206,28270,LAONS,1585.0,28,24
72380,72170,VIVOIN,1834.0,72,52
02470,02500,MARTIGNY,1704.0,02,22
24276,24240,MONESTIER,1763.0,24,72
97358,97312,SAINT-ELIE,577836.0,97,03
38262,38570,MORETEL-DE-MAILLES,679.0,38,82
32268,32490,MONFERRAN-SAVES,2509.0,32,73
61156,61500,ESSAY,1608.0,61,25
64116,64260,BESCAT,688.0,64,72
53009,53170,ARQUENAY,2536.0,53,52
64096,64390,BARRAUTE-CAMU,387.0,64,72
15051,15320,CLAVIERES,4467.0,15,83
49381,49360,YZERNAY,4129.0,49,52
55022,55600,AVIOTH,649.0,55,41
14031,14140,LES AUTHIEUX-PAPION,432.0,14,25
21348,21610,LICEY-SUR-VINGEANNE,341.0,21,26
44084,44430,LE LOROUX-BOTTEREAU,4477.0,44,52
85266,85110,SAINT-PROUANT,1294.0,85,52
19176,19300,ROSIERS-D'EGLETONS,3817.0,19,74
67501,67150,UTTENHEIM,483.0,67,42
38229,38240,MEYLAN,1252.0,38,82
31589,31290,VILLENOUVELLE,795.0,31,73
26247,26240,PONSAS,291.0,26,82
02096,02270,BOIS-LES-PARGNY,1042.0,02,22
38052,38520,LE BOURG-D'OISANS,5583.0,38,82
60304,60690,HAUTE-EPINE,682.0,60,22
33285,33710,MOMBRIER,430.0,33,72
21087,21360,BLIGNY-SUR-OUCHE,2805.0,21,26
76007,76710,ANCEAUMEVILLE,468.0,76,23
55450,55150,RUPT-SUR-OTHAIN,559.0,55,41
95157,95510,CHERENCE,865.0,95,11
17148,17810,ECURAT,1055.0,17,54
76741,76280,VILLAINVILLE,354.0,76,23
62548,62730,MARCK,3194.0,62,31
77379,77160,PROVINS,1473.0,77,11
76378,76480,JUMIEGES,1901.0,76,23
10406,10390,VERRIERES,1009.0,10,21
24401,24640,SAINTE-EULALIE-D'ANS,1180.0,24,72
66023,66130,BOULETERNERE,1078.0,66,91
60572,60350,SAINT-ETIENNE-ROILAYE,794.0,60,22
62024,62850,ALQUINES,1058.0,62,31
08400,08160,SAPOGNE-ET-FEUCHERES,1070.0,08,21
31174,31160,ESTADENS,1758.0,31,73
03056,03300,LA CHAPELLE,2107.0,03,83
63237,63380,MONTEL-DE-GELAT,2512.0,63,83
83034,83320,CARQUEIRANNE,1485.0,83,93
76698,76590,TORCY-LE-PETIT,372.0,76,23
88464,88460,TENDON,2194.0,88,41
79002,79200,ADILLY,1295.0,79,54
70265,70100,GERMIGNEY,1520.0,70,43
16164,16490,HIESSE,2484.0,16,54
06156,06450,VENANSON,1793.0,06,93
63098,63680,CHASTREIX,4561.0,63,83
60393,60660,MELLO,335.0,60,22
63220,63420,MAZOIRES,4237.0,63,83
50259,50220,JUILLEY,1141.0,50,25
67044,67340,BISCHHOLTZ,237.0,67,42
50399,50370,LE PETIT-CELLAND,672.0,50,25
26322,26770,SAINT-PANTALEON-LES-VIGNES,855.0,26,82
89103,89120,CHEVILLON,1303.0,89,26
81254,81350,SAINT-JEAN-DE-MARCEL,1844.0,81,73
35304,35140,SAINT-OUEN-DES-ALLEUX,1540.0,35,53
40265,40240,SAINT-JULIEN-D'ARMAGNAC,1471.0,40,72
15003,15700,ALLY,2338.0,15,83
84144,84750,VIENS,3516.0,84,93
62584,62350,MONT-BERNANCHON,1144.0,62,31
51212,51320,DOMMARTIN-LETTREE,3256.0,51,21
89362,89270,SAINT-MORE,1216.0,89,26
27105,27520,BOURGTHEROULDE-INFREVILLE,1168.0,27,23
62222,62140,CHERIENNES,478.0,62,31
03095,03300,CUSSET,3172.0,03,83
50087,50700,BRIX,3230.0,50,25
36149,36500,PALLUAU-SUR-INDRE,4145.0,36,24
63344,63440,SAINT-GAL-SUR-SIOULE,953.0,63,83
61313,61100,NOTRE-DAME-DU-ROCHER,351.0,61,25
62714,62223,ROCLINCOURT,595.0,62,31
50140,50660,CONTRIERES,919.0,50,25
51442,51330,POSSESSE,3623.0,51,21
34120,34830,JACOU,339.0,34,91
30319,30700,SERVIERS-ET-LABAUME,1253.0,30,91
62494,62124,LECHELLE,372.0,62,31
76145,76630,BRUNVILLE,396.0,76,23
42046,42600,CHAMPDIEU,1800.0,42,82
82107,82120,MAUMUSSON,513.0,82,73
43032,43700,BLAVOZY,626.0,43,83
71284,71700,MARTAILLY-LES-BRANCION,884.0,71,26
14256,14400,ETREHAM,431.0,14,25
79251,79500,SAINT-GENARD,1112.0,79,54
89407,89430,TANLAY,3858.0,89,26
80571,80110,MORISEL,652.0,80,22
89387,89100,SENS,2184.0,89,26
39485,39320,SAINT-JULIEN,1228.0,39,43
02019,02480,ANNOIS,603.0,02,22
19011,19230,ARNAC-POMPADOUR,1507.0,19,74
52038,52240,BASSONCOURT,656.0,52,21
73006,73210,AIME,5059.0,73,82
33166,33230,LE FIEU,1454.0,33,72
06068,06620,GOURDON,2260.0,06,93
69384,69004,LYON--4E--ARRONDISSEMENT,288.0,69,82
10177,10320,JAVERNANT,562.0,10,21
21436,21250,MONTMAIN,898.0,21,26
91635,91430,VAUHALLAN,332.0,91,11
68029,68500,BERGHOLTZ,426.0,68,42
17266,17380,LES NOUILLERS,2369.0,17,54
11010,11190,ANTUGNAC,987.0,11,91
65300,65200,MARSAS,269.0,65,73
38421,38400,SAINT-MARTIN-D'HERES,947.0,38,82
26209,26510,MONTREAL-LES-SOURCES,1044.0,26,82
21112,21250,BROIN,1453.0,21,26
2B059,20235,CANAVAGGIA,3516.0,2B,94
64303,64470,LAGUINGE-RESTOUE,603.0,64,72
28410,28200,VILLAMPUY,1669.0,28,24
79286,79240,SAINT-PAUL-EN-GATINE,1538.0,79,54
65173,65120,ESTERRE,182.0,65,73
93032,93220,GAGNY,699.0,93,11
52493,52500,TORNAY,735.0,52,21
07169,07370,OZON,829.0,07,82
17418,17800,SALIGNAC-SUR-CHARENTE,1013.0,17,54
37188,37800,POUZAY,1409.0,37,24
25446,25360,PASSAVANT,1487.0,25,43
64447,64410,PIETS-PLASENCE-MOUSTROU,835.0,64,72
42015,42670,BELMONT-DE-LA-LOIRE,2382.0,42,82
31587,31620,VILLENEUVE-LES-BOULOC,1289.0,31,73
07314,07240,SILHAC,2277.0,07,82
02228,02850,COURTEMONT-VARENNES,602.0,02,22
14568,14740,SAINTE-CROIX-GRAND-TONNE,524.0,14,25
57070,57220,BETTANGE,374.0,57,41
2B005,20212,ALANDO,309.0,2B,94
16036,16250,BECHERESSE,839.0,16,54
16317,16140,SAINT-FRAIGNE,3210.0,16,54
75115,75015,PARIS-15E-ARRONDISSEMENT,846.0,75,11
31424,31830,PLAISANCE-DU-TOUCH,2673.0,31,73
05184,05110,VITROLLES,1455.0,05,93
42305,42350,LA TALAUDIERE,768.0,42,82
28202,28340,LAMBLORE,1081.0,28,24
28333,28240,SAINT-DENIS-DES-PUITS,1379.0,28,24
27295,27270,GRAND-CAMP,1410.0,27,23
41196,41270,RUAN-SUR-EGVONNE,1137.0,41,24
61240,61500,MACE,1441.0,61,25
79345,79310,VERRUYES,2657.0,79,54
40234,40120,POUYDESSEAUX,3390.0,40,72
12062,12620,CASTELNAU-PEGAYROLS,5304.0,12,73
34117,34260,GRAISSESSAC,986.0,34,91
80379,80440,GLISY,555.0,80,22
33236,33950,LEGE-CAP-FERRET,9687.0,33,72
54109,54134,CEINTREY,1108.0,54,41
33034,33230,BAYAS,1184.0,33,72
64235,64120,GARRIS,321.0,64,72
61197,61160,GUEPREI,714.0,61,25
27496,27790,ROSAY-SUR-LIEURE,812.0,27,23
63329,63390,SAINTE-CHRISTINE,1290.0,63,83
80040,80140,AUMATRE,563.0,80,22
26334,26160,SALETTES,703.0,26,82
30006,30470,AIMARGUES,2654.0,30,91
19271,19120,TUDEILS,947.0,19,74
42195,42890,SAIL-SOUS-COUZAN,754.0,42,82
27017,27930,ANGERVILLE-LA-CAMPAGNE,362.0,27,23
92072,92310,SEVRES,392.0,92,11
05123,05400,LA ROCHE-DES-ARNAUDS,5284.0,05,93
29244,29440,SAINT-DERRIEN,1229.0,29,53
27421,27220,MOUSSEAUX-NEUVILLE,1427.0,27,23
57609,57580,SAINT-EPVRE,465.0,57,41
18203,18270,SAINT-CHRISTOPHE-LE-CHAUDRY,1755.0,18,24
28224,28200,LUTZ-EN-DUNOIS,2764.0,28,24
07049,07160,LE CHAMBON,1062.0,07,82
77513,77124,VILLENOY,733.0,77,11
33131,33540,COIRAC,573.0,33,72
70418,70130,LE PONT-DE-PLANCHES,690.0,70,43
80152,80700,BUS-LA-MESIERE,703.0,80,22
68162,68240,KAYSERSBERG,2500.0,68,42
55437,55150,ROMAGNE-SOUS-LES-COTES,1431.0,55,41
11213,11330,MAISONS,1232.0,11,91
71242,71460,JONCY,1504.0,71,26
17203,17290,LANDRAIS,1551.0,17,54
31569,31250,VAUDREUILLE,1146.0,31,73
06110,06420,ROUBION,2691.0,06,93
54441,54800,PUXIEUX,562.0,54,41
85259,85500,SAINT-PAUL-EN-PAREDS,1228.0,85,52
40068,40380,CASSEN,588.0,40,72
78048,78550,BAZAINVILLE,1198.0,78,11
33287,33190,MONGAUZY,686.0,33,72
39352,39700,MONTEPLAIN,150.0,39,43
51537,51800,SIVRY-ANTE,2161.0,51,21
69137,69640,MONTMELAS-SAINT-SORLIN,420.0,69,82
63213,63430,LES MARTRES-D'ARTIERE,1492.0,63,83
26071,26600,CHANOS-CURSON,818.0,26,82
07020,07400,AUBIGNAS,1568.0,07,82
74136,74450,LE GRAND-BORNAND,6104.0,74,82
27667,27300,VALAILLES,540.0,27,23
61160,61400,FEINGS,2033.0,61,25
79322,79200,LE TALLUD,1929.0,79,54
09098,09230,CONTRAZY,846.0,09,73
82189,82220,VAZERAC,3266.0,82,73
45162,45300,GUIGNEVILLE,3188.0,45,24
74256,74700,SALLANCHES,6558.0,74,82
02626,02190,PROUVAIS,1810.0,02,22
58182,58290,MOULINS-ENGILBERT,4134.0,58,26
38057,38320,BRESSON,277.0,38,82
01101,01430,CHEVILLARD,665.0,01,82
80336,80140,FOUCAUCOURT-HORS-NESLE,296.0,80,22
70526,70210,VAUVILLERS,955.0,70,43
11093,11140,LE CLAT,1055.0,11,91
18177,18130,PARNAY,1737.0,18,24
05166,05700,SERRES,1844.0,05,93
21336,21330,LAIGNES,4034.0,21,26
23188,23270,SAINT-DIZIER-LES-DOMAINES,1591.0,23,74
10325,10430,ROSIERES-PRES-TROYES,625.0,10,21
50184,50340,FLAMANVILLE,780.0,50,25
79256,79340,SAINT-GERMIER,1192.0,79,54
32021,32120,AVENSAC,487.0,32,73
85046,85310,LA CHAIZE-LE-VICOMTE,4973.0,85,52
24202,24390,GRANGES-D'ANS,1216.0,24,72
27185,27110,CRESTOT,636.0,27,23
39119,39230,LE CHATELEY,475.0,39,43
24204,24120,GREZES,603.0,24,72
15252,15590,VELZIC,1124.0,15,83
05053,05300,EYGUIANS,942.0,05,93
62576,62270,MONCHEAUX-LES-FREVENT,403.0,62,31
56111,56220,LIMERZEL,2517.0,56,53
61015,61500,AUNOU-SUR-ORNE,1819.0,61,25
25217,25170,EMAGNY,524.0,25,43
62499,62170,LEPINE,1076.0,62,31
50282,50870,LE LUOT,858.0,50,25
81056,81140,CAMPAGNAC,744.0,81,73
34054,34210,CASSAGNOLES,2410.0,34,91
2B257,20246,RAPALE,1003.0,2B,94
12128,12440,LESCURE-JAOUL,1860.0,12,73
69097,69420,LES HAIES,1587.0,69,82
46296,46140,SAINT-VINCENT-RIVE-D'OLT,1995.0,46,73
70378,70000,NAVENNE,400.0,70,43
72033,72240,BERNAY-EN-CHAMPAGNE,1030.0,72,52
79241,79220,SAINT-CHRISTOPHE-SUR-ROC,1089.0,79,54
04188,04300,SAINT-MAIME,763.0,04,93
91613,91740,CONGERVILLE-THIONVILLE,837.0,91,11
58115,58240,FLEURY-SUR-LOIRE,1986.0,58,26
21552,21690,SAINT-HELIER,388.0,21,26
60226,60330,EVE,1048.0,60,22
52243,52150,HUILLIECOURT,885.0,52,21
33498,33770,SALLES,13812.0,33,72
40204,40250,NERBIS,423.0,40,72
42193,42810,ROZIER-EN-DONZY,962.0,42,82
31061,31530,BELLEGARDE-SAINTE-MARIE,1181.0,31,73
50635,50810,VIDOUVILLE,445.0,50,25
54299,54740,LANEUVEVILLE-DEVANT-BAYON,578.0,54,41
33487,33440,SAINT-VINCENT-DE-PAUL,1385.0,33,72
57364,57480,KIRSCH-LES-SIERCK,890.0,57,41
54257,54180,HEILLECOURT,368.0,54,41
14514,14130,PONT-L'EVEQUE,816.0,14,25
67418,67480,ROUNTZENHEIM,649.0,67,42
82173,82600,SAINT-SARDOS,2685.0,82,73
16415,16430,VINDELLE,1091.0,16,54
76535,76440,RONCHEROLLES-EN-BRAY,1454.0,76,23
25597,25430,VELLEVANS,1371.0,25,43
68233,68290,NIEDERBRUCK,379.0,68,42
71073,71150,CHAGNY,1880.0,71,26
81242,81110,SAINT-AVIT,480.0,81,73
31226,31310,GOUZENS,563.0,31,73
29298,29720,TREOGAT,908.0,29,53
76648,76680,SAINT-SAENS,2609.0,76,23
49333,49140,SEICHES-SUR-LE-LOIR,2889.0,49,52
34169,34980,MONTFERRIER-SUR-LEZ,752.0,34,91
62699,62890,RECQUES-SUR-HEM,543.0,62,31
33284,33380,MIOS,13721.0,33,72
31454,31370,RIEUMES,3092.0,31,73
15012,15130,ARPAJON-SUR-CERE,4768.0,15,83
07037,07310,BOREE,2829.0,07,82
08309,08310,MONT-SAINT-REMY,763.0,08,21
02477,02200,MERCIN-ET-VAUX,792.0,02,22
89443,89510,VERON,1583.0,89,26
51361,51320,LE MEIX-TIERCELIN,1926.0,51,21
91315,91760,ITTEVILLE,1230.0,91,11
76118,76110,BORNAMBUSC,417.0,76,23
70528,70100,VELESMES-ECHEVANNE,2231.0,70,43
01372,01510,SAINT-MARTIN-DE-BAVEL,858.0,01,82
82060,82190,FAUROUX,1316.0,82,73
08360,08220,RENNEVILLE,993.0,08,21
44119,44270,PAULX,3595.0,44,52
52425,52190,RIVIERE-LES-FOSSES,1819.0,52,21
70291,70500,JONVELLE,1249.0,70,43
05008,05140,ASPREMONT,1865.0,05,93
38324,38270,PRIMARETTE,2196.0,38,82
11133,11220,FAJAC-EN-VAL,1404.0,11,91
18149,18380,MERY-ES-BOIS,9130.0,18,24
80387,80680,GRATTEPANCHE,641.0,80,22
54236,54260,GRAND-FAILLY,2214.0,54,41
12216,12500,SAINT-COME-D'OLT,3012.0,12,73
89294,89120,PERREUX,2642.0,89,26
68316,68230,SOULTZBACH-LES-BAINS,702.0,68,42
61257,61410,MEHOUDIN,385.0,61,25
64311,64350,LANNECAUBE,867.0,64,72
25240,25500,LES FINS,2561.0,25,43
13006,13930,AUREILLE,2160.0,13,93
73096,73800,CRUET,994.0,73,82
61038,61130,BELLEME,170.0,61,25
76243,76750,ERNEMONT-SUR-BUCHY,402.0,76,23
61402,61220,SAINT-HILAIRE-DE-BRIOUZE,1378.0,61,25
65419,65330,SENTOUS,735.0,65,73
86176,86150,NERIGNAC,445.0,86,54
55485,55140,SEPVIGNY,644.0,55,41
21232,21390,DOMPIERRE-EN-MORVAN,1532.0,21,26
21009,21230,ALLEREY,1910.0,21,26
80169,80140,CANNESSIERES,374.0,80,22
33159,33820,ETAULIERS,1305.0,33,72
41293,41100,VILLIERSFAUX,720.0,41,24
61113,61400,COMBLOT,438.0,61,25
58139,58250,LANTY,1209.0,58,26
01054,01800,BOURG-SAINT-CHRISTOPHE,891.0,01,82
13050,13410,LAMBESC,6516.0,13,93
62285,62128,ECOUST-SAINT-MEIN,850.0,62,31
64501,64300,SALLESPISSE,1521.0,64,72
21696,21140,VILLENEUVE-SOUS-CHARIGNY,320.0,21,26
30214,30720,RIBAUTE-LES-TAVERNES,1425.0,30,91
21006,21400,AISEY-SUR-SEINE,1280.0,21,26
58033,58310,BITRY,1767.0,58,26
28128,28190,DANGERS,737.0,28,24
81182,81360,MONTREDON-LABESSONNIE,11087.0,81,73
66050,66530,CLAIRA,1943.0,66,91
11398,11510,TREILLES,1258.0,11,91
25171,25440,COURCELLES,361.0,25,43
69106,69480,LACHASSAGNE,353.0,69,82
58093,58210,CUNCY-LES-VARZY,1526.0,58,26
18095,18350,FLAVIGNY,1333.0,18,24
31534,31460,SAUSSENS,309.0,31,73
80797,80110,VILLERS-AUX-ERABLES,438.0,80,22
21242,21110,ECHIGEY,541.0,21,26
26195,26400,MONTCLAR-SUR-GERVANNE,3002.0,26,82
57083,57410,BINING,1571.0,57,41
53054,53810,CHANGE,3570.0,53,52
53255,53270,SAINTE-SUZANNE,2313.0,53,52
66049,66400,CERET,3799.0,66,91
53207,53150,SAINT-CHRISTOPHE-DU-LUAT,1935.0,53,52
21662,21350,VELOGNY,404.0,21,26
33186,33890,GENSAC,932.0,33,72
54312,54700,LESMENILS,1098.0,54,41
17187,17500,GUITINIERES,920.0,17,54
89365,89220,SAINT-PRIVE,4141.0,89,26
32251,32360,MERENS,422.0,32,73
17237,17780,MOEZE,2114.0,17,54
27009,27250,AMBENAY,1679.0,27,23
25322,25550,LAIRE,320.0,25,43
82026,82800,BRUNIQUEL,3319.0,82,73
14398,14340,MANERBE,1844.0,14,25
36133,36340,MOUHERS,1807.0,36,24
29197,29780,PLOUHINEC,2778.0,29,53
16205,16500,MANOT,2021.0,16,54
08361,08150,RENWEZ,1627.0,08,21
04047,04660,CHAMPTERCIER,1859.0,04,93
40144,40250,LARBEY,598.0,40,72
54076,54360,BLAINVILLE-SUR-L'EAU,1183.0,54,41
61170,61200,FLEURE,1207.0,61,25
60352,60240,LATTAINVILLE,346.0,60,22
19219,19160,SAINTE-MARIE-LAPANOUZE,667.0,19,74
38249,38330,MONTBONNOT-SAINT-MARTIN,660.0,38,82
50545,50750,SAINT-ROMPHAIRE,1013.0,50,25
34112,34160,GARRIGUES,486.0,34,91
16314,16190,SAINT-EUTROPE,264.0,16,54
24390,24330,SAINT-CREPIN-D'AUBEROCHE,985.0,24,72
85118,85150,LANDERONDE,1827.0,85,52
25586,25230,VANDONCOURT,866.0,25,43
51225,51500,ECUEIL,702.0,51,21
77091,77610,LES CHAPELLES-BOURBON,643.0,77,11
19179,19500,SAILLAC,433.0,19,74
12295,12250,VIALA-DU-PAS-DE-JAUX,1899.0,12,73
02368,02600,HARAMONT,1228.0,02,22
29070,29710,GUILER-SUR-GOYEN,1135.0,29,53
61048,61560,BOECE,237.0,61,25
29127,29410,LOC-EGUINER-SAINT-THEGONNEC,810.0,29,53
69132,69610,MEYS,1468.0,69,82
70473,70300,SAINT-SAUVEUR,1211.0,70,43
2B081,20218,CASTIGLIONE,2321.0,2B,94
08057,08240,BELLEVILLE-ET-CHATILLON-SUR-BAR,2152.0,08,21
62830,62147,TRESCAULT,460.0,62,31
27506,27370,SAINT-AMAND-DES-HAUTES-TERRES,296.0,27,23
55514,55000,TREMONT-SUR-SAULX,1192.0,55,41
89433,89200,VAULT-DE-LUGNY,1522.0,89,26
28279,28210,NOGENT-LE-ROI,1322.0,28,24
44058,44660,FERCE,2203.0,44,52
43174,43370,SAINT-CHRISTOPHE-SUR-DOLAISON,2718.0,43,83
54153,54470,DAMPVITOUX,908.0,54,41
31546,31560,SEYRE,389.0,31,73
80168,80750,CANDAS,1736.0,80,22
89223,89160,LEZINNES,1620.0,89,26
54046,54170,BARISEY-AU-PLAIN,1088.0,54,41
89186,89600,GERMIGNY,1187.0,89,26
70375,70130,MOTEY-SUR-SAONE,293.0,70,43
28185,28410,GOUSSAINVILLE,1106.0,28,24
31058,31450,BELBEZE-DE-LAURAGAIS,367.0,31,73
65395,65270,SAINT-PE-DE-BIGORRE,4274.0,65,73
31014,31160,ARGUENOS,1087.0,31,73
26218,26540,MOURS-SAINT-EUSEBE,534.0,26,82
53128,53540,LAUBRIERES,846.0,53,52
88168,88700,FAUCONCOURT,490.0,88,41
67560,67270,ZOEBERSDORF,188.0,67,42
35115,35300,FOUGERES,1042.0,35,53
35238,35000/35200/35700,RENNES,5035.0,35,53
46113,46310,FRAYSSINET,1687.0,46,73
21026,21500,ASNIERES-EN-MONTAGNE,2846.0,21,26
42277,42590,SAINT-PRIEST-LA-ROCHE,1350.0,42,82
38283,38350,ORIS-EN-RATTIER,1859.0,38,82
77011,77570,AUFFERVILLE,1775.0,77,11
62799,62170,SORRUS,684.0,62,31
29302,29590,PONT-DE-BUIS-LES-QUIMERCH,4077.0,29,53
37236,37530,SAINT-REGLE,628.0,37,24
62567,62890,MENTQUE-NORTBECOURT,1090.0,62,31
01243,01480,MESSIMY-SUR-SAONE,587.0,01,82
33491,33580,SAINT-VIVIEN-DE-MONSEGUR,1591.0,33,72
85185,85450,PUYRAVAULT,1725.0,85,52
74061,74540,CHAPEIRY,580.0,74,82
81270,81700,SAINT-SERNIN-LES-LAVAUR,427.0,81,73
15164,15100,ROFFIAC,2152.0,15,83
14719,14190,URVILLE,613.0,14,25
65219,65700,HERES,598.0,65,73
45201,45210,MERINVILLE,1192.0,45,24
45148,45210,FONTENAY-SUR-LOING,973.0,45,24
48179,48140,SAINT-PRIVAT-DU-FAU,2243.0,48,91
79273,79230,SAINT-MARTIN-DE-BERNEGOUE,1769.0,79,54
89216,89520,LAINSECQ,2516.0,89,26
51066,51300,BLAISE-SOUS-ARZILLIERES,688.0,51,21
39533,39230,TOULOUSE-LE-CHATEAU,412.0,39,43
28196,28120,ILLIERS-COMBRAY,3395.0,28,24
56146,56300,NEULLIAC,3118.0,56,53
11069,11000,CARCASSONNE,6513.0,11,91
27408,27510,MEZIERES-EN-VEXIN,1276.0,27,23
70049,70500,BARGES,801.0,70,43
62150,62170,BOISJEAN,1278.0,62,31
32347,32390,ROQUEFORT,728.0,32,73
30216,30160,ROBIAC-ROCHESSADOULE,1054.0,30,91
67317,67220,NEUBOIS,1160.0,67,42
2B149,20240,LUGO-DI-NAZZA,2543.0,2B,94
43219,43230,SAINT-PREJET-ARMANDON,853.0,43,83
37092,37380,CROTELLES,1567.0,37,24
11327,11290,ROULLENS,815.0,11,91
50615,50700,VALOGNES,1577.0,50,25
62047,62390,AUBROMETZ,274.0,62,31
14532,14350,LE RECULEY,474.0,14,25
23157,23250,LA POUGE,757.0,23,74
35171,35360,MEDREAC,3525.0,35,53
80437,80270,HEUCOURT-CROQUOISON,499.0,80,22
50619,50630,LE VAST,1331.0,50,25
71099,71260,CHARBONNIERES,419.0,71,26
