Code INSEE,Code Postal,Commune,Superficie,Code Département,Code Région
21227,21121,DAROIS,815.0,21,26
45247,45700,PANNES,2079.0,45,24
25478,25430,RANDEVILLERS,432.0,25,43
57108,57720,BREIDENBACH,1097.0,57,41
27326,27120,HECOURT,771.0,27,23
38132,38970,LES COTES-DE-CORPS,987.0,38,82
60177,60190,CRESSONSACQ,648.0,60,22
38207,38350,LAVALDENS,5678.0,38,82
54530,54115,TRAMONT-LASSUS,572.0,54,41
36052,36100,CHOUDAY,3038.0,36,24
43215,43420,SAINT-PAUL-DE-TARTAS,2773.0,43,83
57393,57720,LENGELSHEIM,524.0,57,41
25211,25580,ECHEVANNES,533.0,25,43
67050,67130,BLANCHERUPT,261.0,67,42
28140,28230,EPERNON,659.0,28,24
19241,19290,SAINT-SETIERS,4693.0,19,74
08467,08270,VAUX-MONTREUIL,839.0,08,21
58251,58200,SAINT-LOUP,1732.0,58,26
67545,67230,WITTERNHEIM,538.0,67,42
21403,21430,MENESSAIRE,1508.0,21,26
07151,07320,MARS,1940.0,07,82
51013,51170,AOUGNY,750.0,51,21
81185,81630,MONTVALEN,1199.0,81,73
06092,06440,PEILLON,868.0,06,93
51138,51800,CHATRICES,1989.0,51,21
07005,07400,ALBA-LA-ROMAINE,3096.0,07,82
33123,33620,CEZAC,1936.0,33,72
91434,91390,MORSANG-SUR-ORGE,438.0,91,11
51218,51340,VAL-DE-VIERE,1917.0,51,21
14577,14480,SAINT-GABRIEL-BRECY,730.0,14,25
10060,10450,BREVIANDES,620.0,10,21
46294,46160,SAINT-SULPICE,1297.0,46,73
16339,16170,AUGE-SAINT-MEDARD,1741.0,16,54
86236,86260,SAINT-PIERRE-DE-MAILLE,7485.0,86,54
92044,92300,LEVALLOIS-PERRET,241.0,92,11
79303,79800,SALLES,795.0,79,54
28102,28300,CLEVILLIERS,1594.0,28,24
57500,57830,NEUFMOULINS,195.0,57,41
81301,81120,LE TRAVET,841.0,81,73
23127,23190,MAUTES,2252.0,23,74
34290,34730,SAINT-VINCENT-DE-BARBEYRARGUES,222.0,34,91
64203,64450,DOUMY,642.0,64,72
59625,59231,VILLERS-PLOUICH,1101.0,59,31
08256,08400,LIRY,1273.0,08,21
10280,10100,PARS-LES-ROMILLY,1802.0,10,21
35347,35450,VAL-D'IZE,4567.0,35,53
79289,79700,SAINT-PIERRE-DES-ECHAUBROGNES,2929.0,79,54
2A232,20123,PILA-CANALE,1895.0,2A,94
77390,77680,ROISSY-EN-BRIE,1370.0,77,11
62316,62810,ESTREE-WAMIN,522.0,62,31
72009,72270,ARTHEZE,868.0,72,52
17447,17290,LE THOU,1924.0,17,54
42063,42114,CHIRASSIMONT,1069.0,42,82
05176,05130,VALSERRES,1131.0,05,93
61356,61260,LA ROUGE,1173.0,61,25
25207,25550,DUNG,329.0,25,43
24343,24410,PUYMANGOU,1132.0,24,72
29108,29710,LANDUDEC,2082.0,29,53
45228,45340,NIBELLE,2712.0,45,24
21244,21320,EGUILLY,568.0,21,26
44140,44330,LA REGRIPPIERE,1807.0,44,52
30021,30190,AUBUSSARGUES,820.0,30,91
71166,71320,CUZY,1802.0,71,26
88436,88210,SAINT-STAIL,617.0,88,41
44101,44620,LA MONTAGNE,361.0,44,52
52066,52110,BRACHAY,742.0,52,21
52004,52230,AINGOULAINCOURT,513.0,52,21
11386,11220,TALAIRAN,3791.0,11,91
05163,05160,LE SAUZE-DU-LAC,1227.0,05,93
76483,76560,OHERVILLE,448.0,76,23
36233,36600,LA VERNELLE,1724.0,36,24
04065,04230,CRUIS,3663.0,04,93
14533,14340,REPENTIGNY,211.0,14,25
86094,86410,DIENNE,1738.0,86,54
61367,61560,SAINT-AUBIN-DE-COURTERAIE,1032.0,61,25
31170,31350,ESCANECRABE,1608.0,31,73
54253,54800,HATRIZE,740.0,54,41
64308,64450,LALONQUETTE,529.0,64,72
08072,08350,BOSSEVAL-ET-BRIANCOURT,1464.0,08,21
69034,69300,CALUIRE-ET-CUIRE,1040.0,69,82
14085,14130,BONNEVILLE-LA-LOUVET,2082.0,14,25
39279,39140,LARNAUD,1063.0,39,43
28118,28210,CROISILLES,577.0,28,24
52108,52360,CHARMES,611.0,52,21
02757,02120,VADENCOURT,1245.0,02,22
27386,27460,LE MANOIR,241.0,27,23
76259,76400,FECAMP,1524.0,76,23
29270,29800,SAINT-URBAIN,1520.0,29,53
50180,50420,FERVACHES,502.0,50,25
55200,55100,FROMEREVILLE-LES-VALLONS,2031.0,55,41
60387,60690,MARSEILLE-EN-BEAUVAISIS,816.0,60,22
88222,88600,GUGNECOURT,513.0,88,41
13108,13150,TARASCON,7432.0,13,93
29214,29720,PLOVAN,1576.0,29,53
44087,44270,MACHECOUL,6736.0,44,52
11162,11270,GENERVILLE,1039.0,11,91
33260,33830,LUGOS,6231.0,33,72
02379,02120,LE HERIE-LA-VIEVILLE,928.0,02,22
07011,07530,ANTRAIGUES-SUR-VOLANE,1372.0,07,82
71202,71150,FONTAINES,2490.0,71,26
03308,03390,VERNUSSE,1959.0,03,83
50518,50800,SAINT-MARTIN-LE-BOUILLANT,1250.0,50,25
50456,50140,SAINT-CLEMENT-RANCOUDRAY,3273.0,50,25
61225,61240,LIGNERES,541.0,61,25
59088,59280,BOIS-GRENIER,747.0,59,31
02800,02540,VIFFORT,1008.0,02,22
80654,80132,QUESNOY-LE-MONTANT,711.0,80,22
21464,21700,NUITS-SAINT-GEORGES,2035.0,21,26
37282,37290,YZEURES-SUR-CREUSE,5541.0,37,24
80598,80860,NOUVION,1583.0,80,22
70489,70440,SERVANCE,3957.0,70,43
58232,58270,SAINT-BENIN-D'AZY,3617.0,58,26
33460,33350,SAINT-PEY-DE-CASTETS,1112.0,33,72
83037,83170,LA CELLE,2155.0,83,93
49292,49750,SAINT-LAMBERT-DU-LATTAY,1468.0,49,52
39052,39150,BIEF-DES-MAISONS,575.0,39,43
72165,72450,LOMBRON,2416.0,72,52
81286,81220,SERVIES,1294.0,81,73
63337,63890,SAINT-ELOY-LA-GLACIERE,1201.0,63,83
12075,12170,CONNAC,1083.0,12,73
22319,22300,SAINT-MICHEL-EN-GREVE,467.0,22,53
33113,33690,CAUVIGNAC,552.0,33,72
70117,70400,CHALONVILLARS,765.0,70,43
60141,60500,CHANTILLY,1612.0,60,22
88292,88500,MATTAINCOURT,698.0,88,41
16242,16700,NANTEUIL-EN-VALLEE,6847.0,16,54
32129,32380,ESTRAMIAC,975.0,32,73
25589,25380,VAUCLUSOTTE,771.0,25,43
60245,60220,FORMERIE,839.0,60,22
59175,59216,DIMONT,753.0,59,31
02802,02340,LA VILLE-AUX-BOIS-LES-DIZY,1021.0,02,22
65094,65150,BIZOUS,317.0,65,73
27321,27400,LA HAYE-LE-COMTE,333.0,27,23
19266,19200,THALAMY,1156.0,19,74
43039,43370,LE BRIGNON,3491.0,43,83
27590,27390,SAINT-PIERRE-DE-CERNIERES,1186.0,27,23
70517,70000,VALLEROIS-LORIOZ,627.0,70,43
24261,24260,MAUZENS-ET-MIREMONT,2032.0,24,72
02418,02260,LERZY,1161.0,02,22
02130,02500,BUCILLY,1301.0,02,22
24033,24340,BEAUSSAC,1845.0,24,72
56049,56920,CROIXANVEC,617.0,56,53
12064,12500,LE CAYROL,2245.0,12,73
41226,41100,SAINT-OUEN,1121.0,41,24
53151,53230,MERAL,2953.0,53,52
60659,60240,VAUDANCOURT,463.0,60,22
52500,52100,VALCOURT,367.0,52,21
05144,05800,SAINT-JACQUES-EN-VALGODEMARD,1542.0,05,93
01268,01300,MURS-ET-GELIGNIEUX,606.0,01,82
14303,14100,GLOS,1306.0,14,25
24299,24400,MUSSIDAN,382.0,24,72
45225,45390,LA NEUVILLE-SUR-ESSONNE,921.0,45,24
29212,29280,PLOUZANE,3305.0,29,53
36116,36150,MENETREOLS-SOUS-VATAN,2810.0,36,24
16037,16210,BELLON,916.0,16,54
32007,32430,ARDIZAS,848.0,32,73
10318,10290,RIGNY-LA-NONNEUSE,1823.0,10,21
2A158,20112,MELA,463.0,2A,94
63290,63230,PULVERIERES,1473.0,63,83
51424,51800,PASSAVANT-EN-ARGONNE,749.0,51,21
45015,45480,AUTRUY-SUR-JUINE,2709.0,45,24
88512,88600,VIMENIL,817.0,88,41
12046,12800,CAMJAC,2314.0,12,73
21176,21320,CIVRY-EN-MONTAGNE,775.0,21,26
09025,09800,AUCAZEIN,605.0,09,73
33025,33760,BAIGNEAUX,800.0,33,72
40236,40380,POYARTIN,1288.0,40,72
45130,45370,DRY,2311.0,45,24
59252,59236,FRELINGHIEN,1128.0,59,31
77530,77560,VOULTON,2630.0,77,11
15263,15300,VIRARGUES,1109.0,15,83
72186,72170,MARESCHE,1495.0,72,52
25561,25320,THORAISE,393.0,25,43
17127,17170,COURCON,1921.0,17,54
81312,81110,VERDALLE,2426.0,81,73
30071,30350,CASSAGNOLES,523.0,30,91
51193,51460,COURTISOLS,6585.0,51,21
38379,38940,SAINT-CLAIR-SUR-GALAURE,1530.0,38,82
05164,05160,SAVINES-LE-LAC,3042.0,05,93
10160,10200,FRAVAUX,361.0,10,21
11372,11600,SALSIGNE,1187.0,11,91
51608,51330,VERNANCOURT,908.0,51,21
64062,64260,ARUDY,2833.0,64,72
46056,46160,CARAYAC,695.0,46,73
34139,34290,LIEURAN-LES-BEZIERS,859.0,34,91
44070,44690,LA HAIE-FOUASSIERE,1183.0,44,52
70436,70500,RAINCOURT,825.0,70,43
57239,57660,FREYBOUSE,593.0,57,41
63209,63340,MAREUGHEOL,760.0,63,83
64320,64440,LARUNS,24881.0,64,72
14012,14430,ANGERVILLE,388.0,14,25
70238,70800,FLEUREY-LES-SAINT-LOUP,360.0,70,43
14177,14130,COQUAINVILLIERS,1204.0,14,25
18102,18600,GIVARDON,2220.0,18,24
60127,60310,CANNY-SUR-MATZ,690.0,60,22
21488,21330,POINCON-LES-LARREY,1037.0,21,26
24518,24380,SALON,1754.0,24,72
43180,43420,SAINT-ETIENNE-DU-VIGAN,947.0,43,83
27010,27140,AMECOURT,597.0,27,23
24076,24260,CAMPAGNE,1517.0,24,72
59523,59262,SAINGHIN-EN-MELANTOIS,1058.0,59,31
72358,72160,THORIGNE-SUR-DUE,1930.0,72,52
80780,80230,VAUDRICOURT,302.0,80,22
89153,89700,EPINEUIL,614.0,89,26
62303,62134,ERIN,640.0,62,31
45155,45500,GIEN,6762.0,45,24
36136,36700,MURS,2297.0,36,24
88294,88150,MAZELEY,1058.0,88,41
22318,22980,SAINT-MICHEL-DE-PLELAN,772.0,22,53
38050,38510,LE BOUCHAGE,1127.0,38,82
21522,21310,RENEVE,1435.0,21,26
81017,81360,ARIFAT,2015.0,81,73
05060,05400,FURMEYER,1427.0,05,93
45087,45360,CHATILLON-SUR-LOIRE,4002.0,45,24
59419,59310,MOUCHIN,926.0,59,31
51285,51320,HAUSSIMONT,1744.0,51,21
80049,80500,AYENCOURT,469.0,80,22
78125,78720,LA CELLE-LES-BORDES,2286.0,78,11
36228,36600,VALENCAY,4180.0,36,24
51396,51700,NESLE-LE-REPONS,513.0,51,21
76033,76110,AUBERVILLE-LA-RENAULT,499.0,76,23
53263,53110,THUBOEUF,1417.0,53,52
65236,65100,JULOS,598.0,65,73
24567,24800,VAUNAC,1424.0,24,72
80451,80300,IRLES,543.0,80,22
39027,39270,AUGISEY,929.0,39,43
45185,45700,LOMBREUIL,763.0,45,24
35092,35270,CUGUEN,2382.0,35,53
77309,77122,MONTHYON,1211.0,77,11
48097,48110,MOISSAC-VALLEE-FRANCAISE,2699.0,48,91
50369,50260,NEGREVILLE,1155.0,50,25
63246,63150,MURAT-LE-QUAIRE,1169.0,63,83
24326,24620,PEYZAC-LE-MOUSTIER,1010.0,24,72
72272,72120,SAINTE-CEROTTE,1436.0,72,52
36068,36210,DUN-LE-POELIER,2253.0,36,24
26299,26150,SAINTE-CROIX,1095.0,26,82
38323,38480,PRESSINS,1012.0,38,82
43102,43200,GRAZAC,2165.0,43,83
57040,57590,AULNOIS-SUR-SEILLE,506.0,57,41
33533,33210,TOULENNE,655.0,33,72
21052,21510,BEAULIEU,659.0,21,26
64110,64440,BEOST,4375.0,64,72
26179,26600,MERCUROL,2077.0,26,82
14554,14540,SAINT-AIGNAN-DE-CRAMESNIL,690.0,14,25
45139,45300,ESTOUY,1870.0,45,24
19083,19340,FEYT,1954.0,19,74
38282,38460,OPTEVOZ,1202.0,38,82
23066,23700,LE COMPAS,1685.0,23,74
97362,97316,PAPAICHTON,258159.0,97,03
33541,33590,VENSAC,3368.0,33,72
26310,26350,SAINT-LAURENT-D'ONAY,626.0,26,82
21666,21120,VERNOT,1283.0,21,26
31444,31480,PUYSSEGUR,544.0,31,73
62147,62175,BOIRY-SAINTE-RICTRUDE,591.0,62,31
30206,30320,POULX,1189.0,30,91
37059,37390,CHARENTILLY,1410.0,37,24
49096,49330,CHERRE,1399.0,49,52
14359,14140,LECAUDE,806.0,14,25
28032,28150,BEAUVILLIERS,2328.0,28,24
65145,65120,CHEZE,1040.0,65,73
2B239,20232,POGGIO-D'OLETTA,1607.0,2B,94
76069,76240,BELBEUF,654.0,76,23
27354,27110,IVILLE,870.0,27,23
02333,02380,FRESNES,722.0,02,22
53218,53600,SAINTE-GEMMES-LE-ROBERT,3577.0,53,52
57701,57130,VAUX,648.0,57,41
53247,53410,SAINT-PIERRE-LA-COUR,1606.0,53,52
28080,28330,CHARBONNIERES,2107.0,28,24
48085,48500,LAVAL-DU-TARN,3692.0,48,91
10204,10320,LONGEVILLE-SUR-MOGNE,419.0,10,21
90017,90140,BOUROGNE,1358.0,90,43
27608,27300,SAINT-VICTOR-DE-CHRETIENVILLE,586.0,27,23
60314,60360,HETOMESNIL,780.0,60,22
42192,42380,ROZIER-COTES-D'AUREC,1377.0,42,82
62569,62560,MERCK-SAINT-LIEVIN,1199.0,62,31
08465,08220,VAUX-LES-RUBIGNY,393.0,08,21
67074,67160,CLEEBOURG,1069.0,67,42
01216,01680,LHUIS,2461.0,01,82
64238,64530,GER,3171.0,64,72
31306,31510,LOURDE,120.0,31,73
28271,28340,MORVILLIERS,1002.0,28,24
88243,88700,HOUSSERAS,1960.0,88,41
53134,53150,LIVET,1126.0,53,52
78108,78610,LES BREVIAIRES,1979.0,78,11
90094,90400,SEVENANS,204.0,90,43
93015,93470,COUBRON,419.0,93,11
23105,23150,LAVAVEIX-LES-MINES,462.0,23,74
51378,51530,MONTHELON,264.0,51,21
91657,91270,VIGNEUX-SUR-SEINE,897.0,91,11
23242,23320,SAINT-SILVAIN-MONTAIGUT,962.0,23,74
31368,31290,MONTCLAR-LAURAGAIS,364.0,31,73
16157,16450,LE GRAND-MADIEU,838.0,16,54
03268,03800,SAULZET,916.0,03,83
48016,48000,BALSIEGES,3295.0,48,91
64002,64160,ABERE,579.0,64,72
77424,77320,SAINT-MARTIN-DU-BOSCHET,1709.0,77,11
59111,59470,BROXEELE,378.0,59,31
30152,30960,LES MAGES,1265.0,30,91
31271,31570,LANTA,3032.0,31,73
76562,76510,SAINT-AUBIN-LE-CAUF,1000.0,76,23
39364,39300,MONTROND,2577.0,39,43
82161,82410,SAINT-ETIENNE-DE-TULMONT,2145.0,82,73
50624,50200,LA VENDELEE,513.0,50,25
27472,27190,PORTES,945.0,27,23
71132,71420,CIRY-LE-NOBLE,3307.0,71,26
79134,79330,GLENAY,2125.0,79,54
57370,57970,KOENIGSMACKER,1840.0,57,41
15260,15120,VIEILLEVIE,961.0,15,83
48072,48100,GREZES,1606.0,48,91
57760,57905,ZETTING,691.0,57,41
76603,76110,SAINT-MACLOU-LA-BRIERE,493.0,76,23
72161,72340,LHOMME,1834.0,72,52
04013,04200,AUBIGNOSC,1500.0,04,93
88490,88800,VALLEROY-LE-SEC,593.0,88,41
46095,46090,ESPERE,627.0,46,73
67105,67320,DRULINGEN,453.0,67,42
70395,70110,OPPENANS,353.0,70,43
61146,61700,DOMPIERRE,866.0,61,25
86246,86310,SAINT-SAVIN,1875.0,86,54
37185,37530,POCE-SUR-CISSE,1082.0,37,24
80496,80150,MACHIEL,654.0,80,22
73200,73800,PLANAISE,413.0,73,82
22097,22980,LA LANDEC,773.0,22,53
55034,55600,BAZEILLES-SUR-OTHAIN,770.0,55,41
14565,14960,SAINT-COME-DE-FRESNE,430.0,14,25
60626,60590,TALMONTIERS,936.0,60,22
69086,69210,FLEURIEUX-SUR-L'ARBRESLE,949.0,69,82
39235,39700,FRAISANS,1676.0,39,43
27208,27230,DURANVILLE,473.0,27,23
88450,88320,SENAIDE,1201.0,88,41
25073,25870,BONNAY,766.0,25,43
09083,09130,CASTERAS,184.0,09,73
67177,67360,GUNSTETT,632.0,67,42
10009,10340,ARRELLES,1442.0,10,21
51450,51500,PUISIEULX,908.0,51,21
31220,31560,GIBEL,1942.0,31,73
45031,45270,BELLEGARDE,495.0,45,24
33373,33660,SAINT-ANTOINE-SUR-L'ISLE,1043.0,33,72
10315,10500,RANCES,388.0,10,21
29128,29400,LOC-EGUINER,1211.0,29,53
88289,88320,MARTIGNY-LES-BAINS,2921.0,88,41
62580,62127,MONCHY-BRETON,681.0,62,31
77396,77560,RUPEREUX,628.0,77,11
85130,85190,MACHE,1816.0,85,52
63171,63390,GOUTTIERES,2584.0,63,83
51399,51800,LA NEUVILLE-AU-PONT,1516.0,51,21
78321,78760,JOUARS-PONTCHARTRAIN,977.0,78,11
10222,10160,MARAYE-EN-OTHE,4237.0,10,21
80808,80150,VIRONCHAUX,1625.0,80,22
02659,02100,ROUVROY,510.0,02,22
60524,60290,RANTIGNY,418.0,60,22
65093,65150,BIZE,1306.0,65,73
28315,28270,REVERCOURT,547.0,28,24
01335,01240,SAINT-ANDRE-LE-BOUCHOUX,929.0,01,82
28089,28170,CHATEAUNEUF-EN-THYMERAIS,409.0,28,24
70254,70200,FREDERIC-FONTAINE,343.0,70,43
51178,51240,COUPETZ,1055.0,51,21
48198,48800,VILLEFORT,809.0,48,91
60436,60120,MORY-MONTCRUX,466.0,60,22
55525,55220,VADELAINCOURT,542.0,55,41
51412,51230,OGNES,770.0,51,21
28087,28270,CHATAINCOURT,1481.0,28,24
01383,01240,SAINT-PAUL-DE-VARAX,2585.0,01,82
25557,25870,TALLENAY,235.0,25,43
02735,02220,TANNIERES,254.0,02,22
10126,10200,DOLANCOURT,489.0,10,21
52304,52150,MALAINCOURT-SUR-MEUSE,385.0,52,21
32237,32270,MARSAN,1519.0,32,73
66168,66690,SAINT-ANDRE,975.0,66,91
36173,36300,ROSNAY,6701.0,36,24
40310,40140,SOUSTONS,10766.0,40,72
12273,12210,SOULAGES-BONNEVAL,1533.0,12,73
82130,82400,MONTJOI,1470.0,82,73
33074,33124,BROUQUEYRAN,570.0,33,72
67216,67230,HUTTENHEIM,1252.0,67,42
26090,26340,LA CHAUDIERE,1236.0,26,82
02473,02800,MAYOT,356.0,02,22
52347,52170,NARCY,1113.0,52,21
74289,74150,VALLIERES,896.0,74,82
57603,57390,RUSSANGE,343.0,57,41
59358,59630,LOOBERGHE,1939.0,59,31
01160,01210,FERNEY-VOLTAIRE,478.0,01,82
88208,88410,GODONCOURT,1158.0,88,41
45169,45140,INGRE,2077.0,45,24
60320,60141,IVORS,822.0,60,22
76057,76360,BARENTIN,1278.0,76,23
79200,79220,PAMPLIE,1220.0,79,54
25466,25410,POUILLEY-FRANCAIS,616.0,25,43
60396,60420,MERY-LA-BATAILLE,1133.0,60,22
54200,54470,FLIREY,1576.0,54,41
02468,02250,MARLE,1386.0,02,22
77031,77540,BERNAY-VILBERT,1686.0,77,11
21433,21610,MONTIGNY-MORNAY-VILLENEUVE-SUR-VINGEANNE,3091.0,21,26
02669,02330,SAINT-AGNAN,803.0,02,22
62572,62124,METZ-EN-COUTURE,1061.0,62,31
57683,57270,UCKANGE,547.0,57,41
88107,88630,CLEREY-LA-COTE,322.0,88,41
73047,73480,BONNEVAL-SUR-ARC,11231.0,73,82
46108,46100,FONS,1510.0,46,73
49324,49110,LA SALLE-ET-CHAPELLE-AUBRY,1890.0,49,52
67108,67120,DUPPIGHEIM,733.0,67,42
51260,51240,LE FRESNE,1788.0,51,21
57499,57910,NEUFGRANGE,726.0,57,41
50159,50750,DANGY,1000.0,50,25
24208,24380,GRUN-BORDAS,1277.0,24,72
90043,90100,FAVEROIS,652.0,90,43
97109,97113,GOURBEYRE,2275.0,97,01
31119,31430,CASTELNAU-PICAMPEAU,1151.0,31,73
34123,34990,JUVIGNAC,1096.0,34,91
77285,77350,LE MEE-SUR-SEINE,555.0,77,11
50249,50480,HOUESVILLE,549.0,50,25
62393,62370,GUEMPS,1592.0,62,31
18284,18260,VILLEGENON,3328.0,18,24
64046,64640,ARMENDARITS,1751.0,64,72
24377,24260,SAINT-AVIT-DE-VIALARD,884.0,24,72
62043,62730,LES ATTAQUES,2082.0,62,31
59529,59440,SAINT-AUBIN,1026.0,59,31
80186,80320,CHAULNES,868.0,80,22
60596,60220,SAINT-SAMSON-LA-POTERIE,429.0,60,22
39227,39520,FONCINE-LE-BAS,914.0,39,43
62876,62450,WARLENCOURT-EAUCOURT,372.0,62,31
29040,29217,LE CONQUET,882.0,29,53
53085,53700,CRENNES-SUR-FRAUBEE,1274.0,53,52
80408,80670,HALLOY-LES-PERNOIS,615.0,80,22
28267,28500,MONTREUIL,631.0,28,24
04018,04150,BANON,3997.0,04,93
89102,89240,CHEVANNES,2424.0,89,26
37125,37120,LEMERE,1966.0,37,24
21084,21690,SOURCE-SEINE,1633.0,21,26
43003,43270,ALLEGRE,2393.0,43,83
11170,11430,GRUISSAN,6278.0,11,91
18212,18340,SAINT-GERMAIN-DES-BOIS,2905.0,18,24
47291,47150,LA SAUVETAT-SUR-LEDE,1413.0,47,72
58299,58460,TRUCY-L'ORGUEILLEUX,1360.0,58,26
08023,08390,ARTAISE-LE-VIVIER,849.0,08,21
46170,46120,LEYME,1015.0,46,73
08022,08090,ARREUX,423.0,08,21
92033,92380,GARCHES,271.0,92,11
04226,04400,UVERNET-FOURS,13564.0,04,93
17145,17800,ECHEBRUNE,1728.0,17,54
33258,33760,LUGASSON,643.0,33,72
55410,55600,QUINCY-LANDZECOURT,1259.0,55,41
88181,88230,FRAIZE,1551.0,88,41
02059,02800,BEAUTOR,754.0,02,22
67146,67860,FRIESENHEIM,1209.0,67,42
59210,59470,ESQUELBECQ,1231.0,59,31
69167,69640,RIVOLET,1612.0,69,82
72284,72130,SAINT-GERMAIN-SUR-SARTHE,1479.0,72,52
42221,42110,SAINTE-FOY-SAINT-SULPICE,2933.0,42,82
68379,68600,WOLFGANTZEN,941.0,68,42
14380,14250,LOUCELLES,307.0,14,25
73040,73480,BESSANS,15414.0,73,82
54206,54300,FRAIMBOIS,1516.0,54,41
25153,25870,CHEVROZ,203.0,25,43
18139,18320,MARSEILLES-LES-AUBIGNY,988.0,18,24
51616,51240,VESIGNEUL-SUR-MARNE,792.0,51,21
29221,29840,PORSPODER,1151.0,29,53
77155,77400,DAMPMART,592.0,77,11
31510,31350,SAINT-PE-DELBOSC,552.0,31,73
12175,12260,OLS-ET-RINHODES,1088.0,12,73
26083,26330,CHATEAUNEUF-DE-GALAURE,1830.0,26,82
26043,26170,BEAUVOISIN,950.0,26,82
35097,35680,DOMALAIN,3360.0,35,53
50402,50340,LES PIEUX,1575.0,50,25
07346,07220,VIVIERS,3381.0,07,82
10119,10360,CUNFIN,3313.0,10,21
59217,59144,ETH,287.0,59,31
02778,02160,VENDRESSE-BEAULNE,899.0,02,22
62729,62650,RUMILLY,711.0,62,31
61069,61430,CAHAN,594.0,61,25
97311,97320,SAINT-LAURENT-DU-MARONI,415096.0,97,03
52278,52330,LAVILLENEUVE-AU-ROI,1042.0,52,21
08239,08310,JUNIVILLE,2619.0,08,21
72110,72200,CROSMIERES,2056.0,72,52
80340,80290,FOURCIGNY,455.0,80,22
95134,95660,CHAMPAGNE-SUR-OISE,940.0,95,11
89419,89130,TOUCY,3525.0,89,26
71254,71270,LAYS-SUR-LE-DOUBS,1045.0,71,26
10306,10200,PROVERVILLE,704.0,10,21
83102,83630,REGUSSE,3559.0,83,93
09107,09600,DUN,4166.0,09,73
30258,30800,SAINT-GILLES,15220.0,30,91
62032,62143,ANGRES,484.0,62,31
26190,26110,MONTAULIEU,1313.0,26,82
03196,03130,NEUILLY-EN-DONJON,2504.0,03,83
57676,57580,TRAGNY,539.0,57,41
62896,62240,WIRWIGNES,1256.0,62,31
26257,26160,PUYGIRON,671.0,26,82
63043,63440,BLOT-L'EGLISE,2518.0,63,83
86152,86460,MAUPREVOIR,4870.0,86,54
77388,77260,REUIL-EN-BRIE,592.0,77,11
80150,80200,BUIRE-COURCELLES,783.0,80,22
73244,73440,SAINT-JEAN-DE-BELLEVILLE,5925.0,73,82
35143,35360,LANDUJAN,1444.0,35,53
62416,62130,HAUTECLOQUE,687.0,62,31
06018,06410,BIOT,1550.0,06,93
22113,22300,LANNION,4792.0,22,53
14743,14430,VICTOT-PONTFOL,1095.0,14,25
89308,89190,PONT-SUR-VANNE,1066.0,89,26
45082,45110,CHATEAUNEUF-SUR-LOIRE,3997.0,45,24
26381,26300,JAILLANS,895.0,26,82
18109,18250,HENRICHEMONT,2586.0,18,24
10284,10400,PERIGNY-LA-ROSE,692.0,10,21
42308,42740,LA TERRASSE-SUR-DORLAY,867.0,42,82
38487,38200,SEYSSUEL,965.0,38,82
88104,88300,CIRCOURT-SUR-MOUZON,1019.0,88,41
88272,88410,LIRONCOURT,483.0,88,41
30212,30210,REMOULINS,826.0,30,91
51657,51390,VRIGNY,445.0,51,21
17445,17600,THEZAC,1250.0,17,54
32028,32170,BARCUGNAN,920.0,32,73
47237,47300,SAINTE-COLOMBE-DE-VILLENEUVE,1901.0,47,72
42168,42410,PELUSSIN,3238.0,42,82
10122,10130,DAVREY,957.0,10,21
43160,43340,RAURET,2064.0,43,83
55244,55400,HERMEVILLE-EN-WOEVRE,1452.0,55,41
38185,38000/38100,GRENOBLE,1856.0,38,82
33164,33210,FARGUES,1548.0,33,72
59422,59161,NAVES,520.0,59,31
64528,64780,SUHESCUN,1190.0,64,72
24395,24250,SAINT-CYBRANET,1074.0,24,72
02231,02270,COUVRON-ET-AUMENCOURT,1364.0,02,22
02811,02160,VILLERS-EN-PRAYERES,577.0,02,22
92019,92290,CHATENAY-MALABRY,637.0,92,11
28376,28330,SOIZE,1836.0,28,24
22327,22100,SAINT-SAMSON-SUR-RANCE,639.0,22,53
74104,74210,DOUSSARD,2262.0,74,82
64456,64410,POULIACQ,348.0,64,72
58031,58270,BILLY-CHEVANNES,2387.0,58,26
77498,77450,VIGNELY,358.0,77,11
30292,30330,SAINT-PONS-LA-CALM,635.0,30,91
38343,38480,ROMAGNIEU,1733.0,38,82
45142,45450,FAY-AUX-LOGES,2635.0,45,24
87161,87400,SAINT-LEONARD-DE-NOBLAT,5548.0,87,74
03233,03310,SAINT-GENEST,1526.0,03,83
17471,17470,LA VILLEDIEU,2217.0,17,54
74134,74260,LES GETS,3000.0,74,82
59266,59147,GONDECOURT,821.0,59,31
14663,14400,SAINT-VIGOR-LE-GRAND,969.0,14,25
02426,02420,LEVERGIES,777.0,02,22
30253,30960,SAINT-FLORENT-SUR-AUZONNET,927.0,30,91
62428,62128,HENIN-SUR-COJEUL,680.0,62,31
57461,57560,METAIRIES-SAINT-QUIRIN,957.0,57,41
80100,80610,BETTENCOURT-SAINT-OUEN,803.0,80,22
22262,22800,QUINTIN,314.0,22,53
09280,09400,SAURAT,4470.0,09,73
24134,24800,CORGNAC-SUR-L'ISLE,2160.0,24,72
45226,45510,NEUVY-EN-SULLIAS,2524.0,45,24
55465,55160,SAINT-REMY-LA-CALONNE,812.0,55,41
55115,55270,CIERGES-SOUS-MONTFAUCON,933.0,55,41
